layer,position,n_horizon,rho_pc1_horizon,rho_pc2_horizon,rho_pc3_horizon,rho_pc1_reward_ratio,rho_pc1_short_reward,rho_pc1_short_delay,rho_pc1_long_delay,evr_pc1,evr_pc2,evr_pc3,cum_evr_2,cum_evr_5,cum_evr_10,n_pc_horizon,evr_top10,rho_top10,n_choice,silhouette_choice_pc3,rho_pc1_p_short,ridge_r2_horizon
0,T0,1890,,,,,,,,,,,,,,0,"[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","[null, null, null, null, null, null, null, null, null, null]",2000,0.0,,
0,T1,1890,,,,,,,,,,,,,,0,"[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","[null, null, null, null, null, null, null, null, null, null]",2000,0.0,,
0,T2,1890,,,,,,,,,,,,,,0,"[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","[null, null, null, null, null, null, null, null, null, null]",2000,0.0,,
0,T3,1890,,,,,,,,,,,,,,0,"[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","[null, null, null, null, null, null, null, null, null, null]",2000,0.0,,
0,T4,1890,,,,,,,,,,,,,,0,"[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","[null, null, null, null, null, null, null, null, null, null]",2000,0.0,,
0,T5,1890,,,,,,,,,,,,,,0,"[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","[null, null, null, null, null, null, null, null, null, null]",2000,0.0,,
0,T6,1890,,,,,,,,,,,,,,0,"[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","[null, null, null, null, null, null, null, null, null, null]",2000,0.0,,
0,T7,1890,,,,,,,,,,,,,,0,"[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","[null, null, null, null, null, null, null, null, null, null]",2000,0.0,,
0,T8,1890,,,,,,,,,,,,,,0,"[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","[null, null, null, null, null, null, null, null, null, null]",2000,0.0,,
0,R0,1890,,,,,,,,,,,,,,0,"[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","[null, null, null, null, null, null, null, null, null, null]",2000,0.0,,
0,R1,1890,,,,,,,,,,,,,,0,"[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","[null, null, null, null, null, null, null, null, null, null]",2000,0.0,,
0,R2,1890,,,,,,,,,,,,,,0,"[NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN]","[null, null, null, null, null, null, null, null, null, null]",2000,0.0,,
